timestamp,activity,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,NOSE_x,NOSE_y,NOSE_z,Left Knee,Right Knee,Trunk Inclination
59:51.7,approaching,0.530428767,0.454555213,-0.001255486,0.491605282,0.452561647,0.001221131,0.525626779,0.548069298,0.015363018,0.485569566,0.551762044,0.020608407,0.520056605,0.633598566,0.123872623,0.485801935,0.635293663,0.132618591,0.548019528,0.31289044,-0.062786892,0.482254893,0.31215018,-0.047161978,0.559748471,0.418521672,-0.080943704,0.462816864,0.420519263,-0.075400412,0.510261118,0.260729969,-0.205072016,179.2134021,176.358822,178.3266783
59:51.8,approaching,0.531109214,0.45469889,-0.001684016,0.492452562,0.452530384,0.001649134,0.525568485,0.548059583,0.017190149,0.487235218,0.550919592,0.020533433,0.520039558,0.633982062,0.117110983,0.487420708,0.635273337,0.123848833,0.549074292,0.313002437,-0.0664839,0.483484328,0.312287271,-0.048294317,0.560320973,0.419070661,-0.086327784,0.463155329,0.420447379,-0.072918639,0.510339916,0.261743337,-0.208139509,179.7145963,176.838595,178.1722808
59:51.8,approaching,0.531424344,0.454571784,-0.001906567,0.492750019,0.451843917,0.001870275,0.524974525,0.548044086,0.015059228,0.488197327,0.550804496,0.016331522,0.520058751,0.63446945,0.112472713,0.489276588,0.636128843,0.115479447,0.550088048,0.313174427,-0.068118736,0.484500945,0.312323987,-0.051937528,0.560765624,0.419777751,-0.086380854,0.463535786,0.420313567,-0.076144949,0.511793792,0.262887061,-0.213177294,179.3081167,176.6412673,177.8768085
59:51.9,approaching,0.53175652,0.454548091,-0.002379742,0.493264347,0.451468557,0.002351291,0.524752498,0.548068821,0.020001343,0.488776386,0.550481558,0.010345794,0.520049155,0.634466827,0.116211556,0.490317196,0.637668431,0.102747917,0.550830245,0.313298643,-0.068927079,0.485298395,0.312487096,-0.053039491,0.56140554,0.420027196,-0.089351706,0.463726908,0.41981113,-0.078355409,0.512654543,0.263978779,-0.214068025,178.8329561,176.3922768,177.7301023
59:52.0,approaching,0.532217145,0.454163641,-0.002673805,0.493766367,0.450884521,0.002657695,0.524704158,0.548050642,0.026057553,0.489290714,0.550172389,-0.00837302,0.520042062,0.634427309,0.122760728,0.490420491,0.640356719,0.072315633,0.551317155,0.313435525,-0.069651581,0.485968351,0.312491745,-0.053201158,0.561715424,0.419934183,-0.090256795,0.463676512,0.419613272,-0.079501532,0.514095902,0.264481038,-0.215258092,178.514336,176.701264,177.6812806
59:52.0,approaching,0.532655716,0.453614146,-0.00358011,0.494217008,0.449989021,0.003603775,0.524205804,0.547968149,0.022432681,0.489015281,0.550172389,-0.034473896,0.52000612,0.635046661,0.115234271,0.48985219,0.644450426,0.03090556,0.551886678,0.313975304,-0.092065997,0.485812753,0.313353896,-0.062544808,0.564424992,0.425672919,-0.132681385,0.45882982,0.425427943,-0.086574815,0.514767706,0.266340256,-0.237656072,177.6436662,176.5191511,177.7558242
59:52.1,approaching,0.53268683,0.453878939,-0.003781871,0.494275987,0.450006783,0.003815597,0.523638427,0.548077524,0.024103025,0.488788664,0.550535083,-0.032089718,0.519938946,0.635404229,0.118901096,0.489542872,0.646096826,0.034991421,0.551803052,0.314598024,-0.099857479,0.485458225,0.314996034,-0.066042349,0.565870166,0.431476951,-0.147601277,0.455574512,0.43056196,-0.090092257,0.514173448,0.268613666,-0.2436748,176.9390025,176.4234293,177.8498023
59:52.1,approaching,0.532630563,0.454130262,-0.003719529,0.494230568,0.450039595,0.003759637,0.523342788,0.548160791,0.029843098,0.488692909,0.550895035,-0.03249722,0.519896626,0.635453522,0.132149056,0.489343226,0.646775007,0.035985891,0.551922321,0.315049797,-0.102036752,0.485206425,0.315955549,-0.069392212,0.566397786,0.432944745,-0.149630114,0.454191357,0.431967467,-0.093644068,0.513750017,0.269385636,-0.246465519,176.619724,176.4686135,177.847399
59:52.2,approaching,0.532450199,0.455142438,-0.002700287,0.494018137,0.450766653,0.002740836,0.523180306,0.54947108,0.042523053,0.488860697,0.552561402,-0.044984259,0.519576371,0.635439873,0.170997843,0.489192486,0.651313245,0.022601711,0.551941991,0.315800041,-0.110689953,0.484942526,0.317222059,-0.078964725,0.567110896,0.438335598,-0.153683633,0.452427715,0.432349652,-0.101305917,0.513408422,0.27090162,-0.263322413,176.7879488,176.9070805,177.8140638
59:52.2,approaching,0.532345772,0.455254614,-0.002434062,0.493873924,0.451028615,0.002466721,0.522886217,0.549597383,0.044172332,0.488839149,0.553729057,-0.05632605,0.519435942,0.635432243,0.177709043,0.489181697,0.655055761,0.00854884,0.551717579,0.317031175,-0.114998817,0.484571695,0.318447262,-0.086910941,0.567114949,0.445616543,-0.159181118,0.450974762,0.434551209,-0.110815845,0.512372434,0.271537215,-0.271094143,176.5760669,176.9996904,177.8705004
59:52.3,approaching,0.530593991,0.455821306,-0.00255274,0.491319567,0.453457862,0.00257331,0.522908568,0.549326658,0.03648328,0.488218784,0.557382822,-0.055175114,0.519520164,0.632090032,0.21177879,0.489144951,0.659664392,0.039338261,0.546785355,0.316974252,-0.128373235,0.475710541,0.320641249,-0.10139437,0.566766083,0.45137921,-0.147568569,0.448793948,0.438829333,-0.11535497,0.502105474,0.271159559,-0.286676168,177.6457182,177.7721843,179.8771811
59:52.3,approaching,0.527206779,0.457257688,-0.001839626,0.486732244,0.4557212,0.001844536,0.525103867,0.549364507,0.00337413,0.486314237,0.56231606,-0.053813547,0.51989907,0.625026524,0.207957953,0.489118993,0.661050081,0.103717074,0.542131543,0.314770222,-0.115038909,0.47041744,0.320498079,-0.090430014,0.566444397,0.448985308,-0.131511837,0.447154135,0.437699258,-0.109657526,0.496142328,0.267407924,-0.271185338,177.3727233,178.1481436,179.7132167
59:52.4,approaching,0.524760425,0.4580127,-0.000123206,0.483732074,0.456845552,0.000132766,0.527149558,0.549323082,-0.046275757,0.483894646,0.562410653,-0.043918647,0.520236194,0.618418753,0.182723433,0.488604695,0.661345303,0.133918732,0.539685488,0.311423957,-0.113493025,0.467613041,0.31955269,-0.099629231,0.566046119,0.446752667,-0.131409392,0.446258396,0.437319189,-0.118915662,0.495236784,0.262418002,-0.283102334,172.7874895,177.3625755,179.7590226
59:52.4,approaching,0.524148583,0.457935244,0.000179792,0.482619852,0.457119137,-0.000159379,0.529192746,0.548513949,-0.092334852,0.483105958,0.563713372,-0.03832024,0.520727038,0.614440143,0.139282942,0.488373429,0.660770118,0.154792458,0.539028406,0.308657259,-0.11077638,0.466357052,0.316435307,-0.092706919,0.564932287,0.445464939,-0.132496014,0.446557611,0.43682307,-0.1143566,0.4930709,0.259697378,-0.275420368,169.4951808,177.154773,179.7267291
59:52.5,approaching,0.523826957,0.456486195,0.000550605,0.481522948,0.456862748,-0.000540433,0.530035436,0.552298009,-0.049982302,0.482001066,0.564322412,-0.035847317,0.519877136,0.621552527,0.180460557,0.488444,0.660133004,0.159071073,0.536535859,0.30257386,-0.094985507,0.463347346,0.309618115,-0.091164388,0.562633514,0.438828528,-0.122179523,0.446640909,0.424204141,-0.116688609,0.49389571,0.245683804,-0.270041764,167.9478141,176.4077707,178.9600625
59:52.5,approaching,0.523761928,0.456261486,0.000571656,0.481316417,0.456723541,-0.00055869,0.530816793,0.556813419,-0.038607307,0.481759399,0.566335082,-0.005203307,0.519242764,0.634832799,0.195508346,0.488815069,0.65981549,0.171942279,0.53646034,0.300375253,-0.088699266,0.462091148,0.306746989,-0.086230174,0.56131047,0.434004337,-0.121603943,0.447165161,0.419177502,-0.126388803,0.494968414,0.242931113,-0.2675834,167.5484429,175.9151931,178.7775412
59:52.6,approaching,0.523595631,0.456154674,0.000569082,0.480742633,0.456955433,-0.000559446,0.530430496,0.559293926,-0.013871489,0.481298625,0.567146122,0.006373215,0.519246876,0.645946085,0.184334174,0.489305019,0.660677254,0.169459,0.536125422,0.299945563,-0.08887589,0.460886776,0.305193752,-0.085288689,0.56074363,0.433359742,-0.122012839,0.447306395,0.417663008,-0.146386057,0.49504146,0.242543682,-0.266077369,168.8545159,175.3964259,178.6372943
59:52.6,approaching,0.523440778,0.45593065,0.000709563,0.480526775,0.457031667,-0.000710463,0.530431092,0.560894907,-0.031222936,0.481395304,0.56733346,0.008428238,0.519487381,0.65824312,0.112308607,0.490636766,0.662136972,0.157100454,0.536192894,0.299580246,-0.082397327,0.460596144,0.303882509,-0.083127961,0.560151696,0.432980806,-0.11252179,0.44792667,0.416772872,-0.151607871,0.49560684,0.240052834,-0.254667997,169.7757358,174.8835331,178.6713232
59:52.7,approaching,0.52323401,0.455962926,0.000747499,0.480139554,0.457364529,-0.000754965,0.530443072,0.562935054,-0.032718759,0.481547356,0.567881525,0.008866109,0.520610273,0.668739676,0.080827124,0.491541475,0.664231896,0.144640252,0.536526382,0.299222529,-0.075266108,0.460053295,0.302706271,-0.081107989,0.559741735,0.433104903,-0.103872679,0.448436826,0.416310668,-0.167796656,0.49577719,0.238107234,-0.245100707,170.835104,174.807881,178.7501575
59:52.8,approaching,0.523205221,0.456032127,0.001014897,0.479911804,0.457733065,-0.001025893,0.530319929,0.566583872,-0.035198383,0.481880605,0.56897229,0.029179085,0.522511125,0.675892889,0.049864572,0.491893858,0.665515125,0.173401862,0.536932647,0.299376875,-0.074575201,0.460487694,0.301939487,-0.084441535,0.559723616,0.436323732,-0.100315988,0.44908303,0.41632393,-0.186952218,0.497334421,0.237495631,-0.248435348,172.2315825,175.0925163,178.9554776
59:52.9,approaching,0.523284972,0.457623541,-0.001055574,0.478978217,0.458456367,0.001056329,0.529401898,0.575908959,-0.069943763,0.483481884,0.569766879,0.052933931,0.527645171,0.693872333,-0.034353189,0.491770416,0.666114151,0.190078542,0.539165795,0.3004224,-0.078221068,0.461231858,0.301100075,-0.084411979,0.560041666,0.455189496,-0.106121384,0.449325472,0.421644717,-0.183933824,0.501956522,0.238589928,-0.249576002,176.1864904,177.4000289,179.6602017
59:52.9,approaching,0.524064183,0.459396631,-0.001556673,0.479355037,0.45942232,0.001558757,0.529218316,0.577148855,-0.104254305,0.483776182,0.570422232,0.070847683,0.528291047,0.696771324,-0.076804668,0.491698176,0.665404022,0.229401976,0.542060018,0.302535504,-0.092493281,0.461813122,0.300791889,-0.098568618,0.560769677,0.460170001,-0.125775665,0.449519008,0.429195076,-0.167583406,0.505385995,0.240112931,-0.270689905,177.0495792,177.5131526,179.9175647
59:53.0,approaching,0.530664086,0.462429374,-0.003086261,0.48174724,0.461625248,0.003119473,0.534370303,0.581558526,-0.221117526,0.483820975,0.578832209,0.086736895,0.530452371,0.703741491,-0.140706092,0.491683662,0.658837855,0.393046647,0.553756595,0.302259117,-0.130330488,0.468276978,0.298960805,-0.135701686,0.568863809,0.46671313,-0.197226256,0.449248224,0.441096306,-0.176020145,0.519272864,0.235831037,-0.334676206,176.3814272,175.400811,178.2927767
59:53.0,approaching,0.535655558,0.463350654,-0.003030949,0.485633433,0.462202758,0.003068435,0.536712289,0.583974004,-0.204512149,0.483839601,0.58586967,0.057247512,0.531588674,0.704687715,-0.093342096,0.491677523,0.65162307,0.390973628,0.558514893,0.30107519,-0.121603668,0.472205967,0.296444297,-0.130329281,0.573354483,0.468704969,-0.184344649,0.449308455,0.445923507,-0.174714595,0.522503972,0.232246563,-0.329826087,177.067645,172.3712802,178.353044
59:53.1,approaching,0.538650453,0.464415759,-0.002938767,0.488502443,0.462829202,0.002971881,0.538475156,0.589550376,-0.13919282,0.484540999,0.595240533,0.046419688,0.532032609,0.70652777,-0.040772427,0.491757303,0.645978928,0.394296765,0.560893595,0.299016953,-0.11571753,0.474895477,0.293799222,-0.121451184,0.577394366,0.467461675,-0.165897191,0.449599594,0.445885986,-0.169760659,0.52292043,0.230210319,-0.327828705,176.9278753,170.1917078,178.5207418
59:53.1,approaching,0.540611625,0.464811802,-0.002589415,0.490643024,0.462816447,0.002613758,0.538986325,0.59121573,-0.136854276,0.485139668,0.595195234,0.043631177,0.531997561,0.708213925,-0.00776191,0.491787374,0.643818736,0.391284883,0.562502325,0.297051013,-0.114039347,0.477146715,0.290801048,-0.115069009,0.580287933,0.465288103,-0.160591334,0.449737698,0.444995612,-0.156350955,0.523387671,0.225673646,-0.313860536,177.3182265,169.8343293,178.5847586
59:53.2,approaching,0.541797698,0.464436203,-0.003706343,0.491359323,0.460981697,0.00371088,0.539894462,0.590536535,-0.094672486,0.486239284,0.590631425,0.047983609,0.531989455,0.708772659,0.079099633,0.494270235,0.649077654,0.368820429,0.565459371,0.290752739,-0.126249343,0.479235232,0.28520146,-0.117323242,0.586977601,0.463216931,-0.172251657,0.449763626,0.443586648,-0.155312866,0.524215102,0.221738189,-0.336553067,177.0397242,169.9146134,178.1090605
59:53.2,approaching,0.542330742,0.464351207,-0.004044701,0.491973728,0.46075055,0.004045569,0.541407764,0.590210497,-0.088895485,0.486993462,0.588433325,0.045900501,0.532233655,0.70681113,0.091512695,0.495912224,0.651952565,0.363604844,0.565474927,0.287589043,-0.122849464,0.480110943,0.283966184,-0.114499964,0.58702749,0.463119626,-0.179187551,0.449530363,0.442858905,-0.146832049,0.524414182,0.220964164,-0.331982702,175.9214163,169.7736391,178.1723554
59:53.3,approaching,0.54369545,0.464902371,-0.004658681,0.492950201,0.460722744,0.004643259,0.541507185,0.590401649,-0.063662544,0.487770259,0.588315904,0.038877055,0.53195411,0.705370188,0.138538748,0.498345613,0.668556213,0.331990719,0.566766083,0.284855783,-0.119373322,0.48096329,0.282382011,-0.104625262,0.589188933,0.456982195,-0.172180802,0.449555457,0.442030638,-0.136614516,0.525082409,0.217003211,-0.326290786,176.248972,170.1671375,178.2285976
59:53.3,approaching,0.547109723,0.464833587,-0.007216969,0.495462954,0.459778398,0.007213785,0.540868044,0.594170392,-0.016570542,0.491912991,0.590900004,-0.000789604,0.531676173,0.708342373,0.146062762,0.499920547,0.712795019,0.156750798,0.569939733,0.278977603,-0.086814329,0.481444985,0.280963421,-0.062464446,0.595094562,0.435578614,-0.121814862,0.449621737,0.441515058,-0.085940138,0.524303377,0.210441202,-0.295814127,178.1600024,174.6906754,178.6157536
59:53.4,approaching,0.548463583,0.464782387,-0.011616569,0.496914715,0.459795028,0.011642005,0.540566087,0.59687674,-0.022317786,0.493271917,0.596354425,-0.007966091,0.530414939,0.712033927,0.154030085,0.500628054,0.727793694,0.151907235,0.570778906,0.27648446,-0.079689279,0.481796831,0.280145764,-0.043915965,0.595860779,0.424639314,-0.156102985,0.449991316,0.441153139,-0.086818494,0.523647308,0.207117513,-0.278032392,178.3838351,175.2686888,178.8793763
59:53.4,approaching,0.548687756,0.465144604,-0.012313833,0.497147709,0.46063152,0.012344208,0.540013433,0.600008905,-0.019473927,0.494923443,0.603569865,-0.01694249,0.529291391,0.712728679,0.174828678,0.500384986,0.737058222,0.136913225,0.570977271,0.275208831,-0.0739512,0.481651843,0.279797256,-0.035461958,0.595812976,0.423136026,-0.19749178,0.450420797,0.441318929,-0.081249572,0.523098469,0.20606263,-0.271413028,178.2464373,176.7655979,178.9502825
59:53.5,approaching,0.549292862,0.465866953,-0.01189934,0.497804403,0.462639779,0.0119418,0.539787292,0.598708987,0.031845156,0.496710628,0.605833828,-0.054991819,0.52912724,0.712501526,0.201671287,0.500622511,0.74109149,0.042510211,0.571347356,0.274850011,-0.077689767,0.481203616,0.28015247,-0.041237444,0.59593904,0.422073841,-0.214358211,0.450457573,0.443271786,-0.086701281,0.522724509,0.205529109,-0.274885714,178.7410158,177.9057298,179.1634577
59:53.5,approaching,0.548761308,0.467154652,-0.005788638,0.497890383,0.464593142,0.005860002,0.539643288,0.597802103,0.069781855,0.498524129,0.609081686,-0.094313994,0.529109299,0.712823331,0.231156945,0.501103759,0.746956408,-0.03169217,0.571197569,0.274913937,-0.070650026,0.481003225,0.279765993,-0.041422404,0.596100986,0.42203933,-0.234344408,0.451857656,0.444413871,-0.092694215,0.522435188,0.207396299,-0.271699131,178.7595363,179.1794292,179.15687
59:53.6,approaching,0.54800272,0.468663007,-0.001612668,0.497132927,0.468181819,0.001662854,0.539664447,0.599208951,0.032886896,0.497687995,0.617377937,-0.088460311,0.52911973,0.711723089,0.31305331,0.501206756,0.770167649,0.032143664,0.570444167,0.275247425,-0.120859958,0.47508055,0.280395478,-0.101045862,0.59459275,0.442167878,-0.207107455,0.450846523,0.451396912,-0.136928484,0.51834774,0.204996273,-0.351484984,178.3005832,178.8938683,179.9415217
59:53.6,approaching,0.547745824,0.471238166,4.16E-05,0.49505797,0.471011609,-7.02E-06,0.539770365,0.600326598,0.033476748,0.497263193,0.620658457,-0.091557786,0.529454827,0.708626688,0.335440516,0.501244664,0.775516629,0.021867648,0.570262074,0.275139272,-0.123250626,0.469885498,0.280816019,-0.105238065,0.593681276,0.456304073,-0.198041171,0.448097765,0.458824247,-0.144799203,0.513969243,0.201664314,-0.346790671,178.0944224,179.3714848,179.6060315
59:53.7,approaching,0.547353029,0.472492605,0.000745066,0.493626118,0.472786009,-0.000735688,0.540402174,0.602453887,0.024759281,0.495616436,0.622576654,-0.070906408,0.529879868,0.704845309,0.371809602,0.50169301,0.776251137,0.069622979,0.568669915,0.27354309,-0.151043996,0.465814739,0.280512214,-0.13576819,0.593258798,0.465270996,-0.20249477,0.444175184,0.467184216,-0.162267357,0.511467099,0.197375596,-0.386383355,177.1940606,178.4968616,179.0489503
59:53.8,approaching,0.547088385,0.472308576,0.000265105,0.49184221,0.472648114,-0.000253955,0.54194665,0.60455811,-0.040964756,0.493774086,0.625233591,-0.065298587,0.530498862,0.700894117,0.323000461,0.501916885,0.777642071,0.090841457,0.566726565,0.269475162,-0.157354087,0.462870032,0.277209967,-0.138862953,0.592877924,0.46616745,-0.202052683,0.440682799,0.466806322,-0.161178201,0.508164167,0.194429815,-0.397681206,175.4496984,177.6671191,178.6574467
59:53.8,approaching,0.545050502,0.472052127,0.001326935,0.483933061,0.472748131,-0.001295629,0.549315095,0.607178271,-0.071454354,0.490891606,0.628682256,-0.05911503,0.532515168,0.699430168,0.309024841,0.501877487,0.772248983,0.188136101,0.563651443,0.260922074,-0.145488203,0.455631793,0.266292632,-0.133780137,0.592940748,0.464478105,-0.184496626,0.428642511,0.461820751,-0.167780727,0.506613731,0.177905798,-0.394368827,167.8713493,178.1793156,178.6692836
59:53.9,approaching,0.54298836,0.471867651,0.001631917,0.480043828,0.472659707,-0.001595479,0.552813351,0.61066401,-0.11459367,0.488727987,0.632706702,-0.051492132,0.53271991,0.704675734,0.292214602,0.501794517,0.768672109,0.23737821,0.560944557,0.255580693,-0.136759043,0.453718841,0.259471655,-0.121939443,0.592904329,0.46222505,-0.179812208,0.423957586,0.449408144,-0.159124404,0.504835665,0.171335489,-0.383439571,163.886457,177.6164524,178.8836704
59:54.0,approaching,0.541063786,0.471824169,0.001951539,0.476987123,0.47246173,-0.001918845,0.554004431,0.612300098,-0.138742283,0.486911863,0.633893728,-0.036788154,0.532665849,0.7188555,0.220977753,0.502838731,0.765608072,0.264635921,0.559399784,0.253024727,-0.120687604,0.452462733,0.253393918,-0.111690179,0.592767358,0.460688442,-0.167710453,0.420168489,0.438331038,-0.154699281,0.505302548,0.16694732,-0.370634347,163.4126154,176.6233628,179.1902907
59:54.1,approaching,0.539057374,0.471033216,-0.001073713,0.474976718,0.47231397,0.001050339,0.552588701,0.63307941,-0.067230769,0.487085402,0.635860801,0.033624932,0.536675572,0.793618917,0.136499733,0.505415559,0.773448825,0.259564787,0.558937252,0.249824613,-0.095158532,0.450155258,0.245453015,-0.096814036,0.592672765,0.459641188,-0.127204344,0.413161099,0.422771275,-0.164249659,0.506110191,0.160236672,-0.347467363,169.5658822,176.6457988,179.368133
59:54.1,approaching,0.538075626,0.470951557,-0.001989901,0.474022955,0.472245693,0.001935282,0.55171454,0.641007543,-0.033709906,0.487229347,0.638533235,0.052391738,0.540156484,0.816057563,0.122787371,0.505492508,0.775359988,0.278137743,0.55878973,0.247635216,-0.096604757,0.448469073,0.243731201,-0.097921267,0.592554629,0.45927605,-0.126419902,0.410742521,0.41878143,-0.186339527,0.506703973,0.158501714,-0.347703397,171.6369564,176.9381385,179.3863007
59:54.2,approaching,0.536994815,0.475756019,-0.010132751,0.471865267,0.474602163,0.010090774,0.542859912,0.653558373,-0.05126356,0.485742956,0.6391837,0.124967054,0.539704621,0.845464051,0.068668462,0.505401969,0.772577167,0.439576387,0.561558843,0.248237386,-0.153414041,0.449431956,0.24076438,-0.133899823,0.592714429,0.472164333,-0.169383034,0.410817534,0.422484964,-0.187747762,0.509069741,0.155240029,-0.407003582,177.1687257,176.4361588,179.7353885
59:54.3,approaching,0.536218226,0.480691612,-0.015056188,0.470558256,0.477735221,0.015035681,0.539612114,0.658058703,-0.12648198,0.484448761,0.644077063,0.132733613,0.535955608,0.851138771,-0.006748232,0.505211294,0.771530986,0.476869643,0.564606667,0.249353364,-0.158060789,0.450395912,0.240834042,-0.130367473,0.593307376,0.47971192,-0.193690524,0.411171019,0.425530583,-0.177495033,0.511662602,0.153959036,-0.408680677,177.8188642,175.5211137,178.9935232
59:54.3,approaching,0.53647244,0.484000295,-0.015302343,0.470588833,0.479529381,0.015310587,0.537832797,0.665754139,-0.134541035,0.483468145,0.648446918,0.127226114,0.532155931,0.859062493,-0.000661716,0.503490388,0.769784927,0.521788478,0.567200303,0.248396665,-0.175442085,0.450947464,0.240218505,-0.156964481,0.593957961,0.480105281,-0.213402465,0.411584765,0.429212987,-0.188161135,0.515682578,0.152744442,-0.449904054,177.8890559,174.9900849,178.6627194
